"quoteID","quoteText","subQuotationList","quoteByteSpans","speaker","addressees","quoteType","referringExpression","mentionTextsList","mentionSpansList","mentionEntitiesList"
"Q172","Is it the real Dorian? Am I really like that?","['Is it the real Dorian?', 'Am I really like that?']","[[57301, 57323], [57387, 57409]]","Dorian Gray","['Basil Hallward', 'Lord Henry']","Anaphoric","cried the original of the portrait","[['Dorian'], []]","[[[57316, 57322]], []]","[[['Dorian Gray']], []]"
"Q173","Yes; you are just like that.","['Yes; you are just like that.']","[[57413, 57441]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Implicit","nan","[['you']]","[[[57418, 57421]]]","[[['Dorian Gray']]]"
"Q174","How wonderful, Basil!","['How wonderful, Basil!']","[[57445, 57466]]","Dorian Gray","['Basil Hallward', 'Lord Henry']","Implicit","nan","[['Basil']]","[[[57460, 57465]]]","[[['Basil Hallward']]]"
"Q175","At least you are like it in appearance. But it will never alter, That is something.","['At least you are like it in appearance. But it will never alter,', 'That is something.']","[[57470, 57534], [57554, 57572]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Explicit","sighed Hallward","[['you'], []]","[[[57479, 57482]], []]","[[['Dorian Gray']], []]"
"Q176","What a fuss people make about fidelity! Why,
even in love it is purely a question for physiology. It has nothing to
do with our own will. Young men want to be faithful, and are not; old
men want to be faithless, and cannot: that is all one can say.","['What a fuss people make about fidelity!', 'Why,\neven in love it is purely a question for physiology. It has nothing to\ndo with our own will. Young men want to be faithful, and are not; old\nmen want to be faithless, and cannot: that is all one can say.']","[[57576, 57615], [57640, 57848]]","Lord Henry","['Dorian Gray', 'Basil Hallward']","Explicit","exclaimed Lord Henry","[[], []]","[[], []]","[[], []]"
"Q177","Don t go to the theatre to-night, Dorian, Stop and
dine with me.","['Don t go to the theatre to-night, Dorian,', 'Stop and\ndine with me.']","[[57852, 57893], [57911, 57933]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Explicit","said Hallward","[['Dorian'], []]","[[[57886, 57892]], []]","[[['Dorian Gray']], []]"
"Q178","I can t, Basil.","['I can t, Basil.']","[[57937, 57952]]","Dorian Gray","['Basil Hallward', 'Lord Henry']","Implicit","nan","[['Basil']]","[[[57946, 57951]]]","[[['Basil Hallward']]]"
"Q179","Why?","['Why?']","[[57956, 57960]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Implicit","nan","[[]]","[[]]","[[]]"
"Q180","Because I have promised Lord Henry Wotton to go with him.","['Because I have promised Lord Henry Wotton to go with him.']","[[57964, 58021]]","Dorian Gray","['Basil Hallward', 'Lord Henry']","Implicit","nan","[['Lord Henry Wotton', 'Henry', 'Wotton', 'him']]","[[[57988, 58005], [57993, 57998], [57999, 58005], [58017, 58020]]]","[[['Lord Henry'], ['Lord Henry'], ['Lord Henry'], ['Lord Henry']]]"
"Q181","He won t like you the better for keeping your promises. He always
breaks his own. I beg you not to go.","['He won t like you the better for keeping your promises. He always\nbreaks his own. I beg you not to go.']","[[58025, 58127]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Implicit","nan","[['He', 'you', 'your', 'He', 'his', 'you']]","[[[58025, 58027], [58039, 58042], [58066, 58070], [58081, 58083], [58098, 58101], [58113, 58116]]]","[[['Lord Henry'], ['Dorian Gray'], ['Dorian Gray'], ['Lord Henry'], ['Lord Henry'], ['Dorian Gray']]]"
"Q182","I entreat you.","['I entreat you.']","[[58172, 58186]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Implicit","nan","[['you']]","[[[58182, 58185]]]","[[['Dorian Gray']]]"
"Q183","I must go, Basil,","['I must go, Basil,']","[[58304, 58321]]","Dorian Gray","['Basil Hallward', 'Lord Henry']","Anaphoric","he answered","[['Basil']]","[[[58315, 58320]]]","[[['Basil Hallward']]]"
"Q184","Very well, It is rather late, and, as you have to dress, you had better
lose no time. Good-bye, Harry. Good-bye, Dorian. Come and see me soon.
Come to-morrow.","['Very well,', 'It is rather late, and, as you have to dress, you had better\nlose no time. Good-bye, Harry. Good-bye, Dorian. Come and see me soon.\nCome to-morrow.']","[[58338, 58348], [58418, 58565]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Explicit","said Hallward","[[], ['you', 'you', 'Harry', 'Dorian']]","[[], [[58445, 58448], [58464, 58467], [58503, 58508], [58520, 58526]]]","[[], [['Dorian Gray', 'Lord Henry'], ['Dorian Gray', 'Lord Henry'], ['Lord Henry'], ['Dorian Gray']]]"
"Q185","Certainly.","['Certainly.']","[[58569, 58579]]","Dorian Gray","['Basil Hallward', 'Lord Henry']","Implicit","nan","[[]]","[[]]","[[]]"
"Q186","You won t forget?","['You won t forget?']","[[58583, 58600]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Implicit","nan","[['You']]","[[[58583, 58586]]]","[[['Dorian Gray']]]"
"Q187","No, of course not,","['No, of course not,']","[[58604, 58622]]","Dorian Gray","['Basil Hallward', 'Lord Henry']","Explicit","cried Dorian","[[]]","[[]]","[[]]"
"Q188","And ... Harry!","['And ... Harry!']","[[58640, 58654]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Implicit","nan","[['Harry']]","[[[58648, 58653]]]","[[['Lord Henry']]]"
"Q189","Yes, Basil?","['Yes, Basil?']","[[58658, 58669]]","Lord Henry","['Dorian Gray', 'Basil Hallward']","Implicit","nan","[['Basil']]","[[[58663, 58668]]]","[[['Basil Hallward']]]"
"Q190","Remember what I asked you, when we were in the garden this morning.","['Remember what I asked you, when we were in the garden this morning.']","[[58673, 58740]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Implicit","nan","[['you', 'we']]","[[[58695, 58698], [58705, 58707]]]","[[['Lord Henry'], ['Basil Hallward', 'Lord Henry']]]"
"Q191","I have forgotten it.","['I have forgotten it.']","[[58744, 58764]]","Lord Henry","['Dorian Gray', 'Basil Hallward']","Implicit","nan","[[]]","[[]]","[[]]"
"Q192","I trust you.","['I trust you.']","[[58768, 58780]]","Basil Hallward","['Dorian Gray', 'Lord Henry']","Implicit","nan","[['you']]","[[[58776, 58779]]]","[[['Lord Henry']]]"
"Q193","I wish I could trust myself, Come, Mr.
Gray, my hansom is outside, and I can drop you at your own place.
Good-bye, Basil. It has been a most interesting afternoon.","['I wish I could trust myself,', 'Come, Mr.\nGray, my hansom is outside, and I can drop you at your own place.\nGood-bye, Basil. It has been a most interesting afternoon.']","[[58784, 58812], [58842, 58976]]","Lord Henry","['Dorian Gray', 'Basil Hallward']","Explicit","said Lord Henry","[[], ['Mr.\nGray', 'you', 'your', 'Basil']]","[[], [[58848, 58856], [58895, 58898], [58902, 58906], [58928, 58933]]]","[[], [['Dorian Gray'], ['Dorian Gray'], ['Dorian Gray'], ['Basil Hallward']]]"
